tempo,ID,Chills?,Goosebumps,Chills intensity,#Chills,Stimulus,Duration (in seconds),Arousal pre,Valence Pre,Mood Pre,Arousal Post,Valence Post,Mood post,Liking,Prior Exposure,Reminiscence,spectrogram_pca,mfcc_pca,chroma_pca
0,1134,No,No,0,1,Miserere Me (Audio),2196,1,7,4,1,10,4,8,2,No,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1150,No,No,0,1,Miserere Me (Audio),1106,4,8,3,2,5,2,9,2,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1202,Yes,Yes,100,4,Miserere Me (Audio),1573,10,0,1,10,0,1,10,2,No,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1222,No,No,0,1,Miserere Me (Audio),3638,2,8,4,8,9,4,7,2,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1234,No,No,0,1,Miserere Me (Audio),3472,0,9,3,0,10,4,10,2,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1252,No,No,0,1,Miserere Me (Audio),769,4,5,3,2,4,3,5,2,No,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1318,No,No,0,1,Miserere Me (Audio),946,2,5,3,2,5,3,4,2,No,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1342,Yes,Yes,100,4,Miserere Me (Audio),1657,10,10,5,10,10,5,10,1,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1382,No,Yes,0,1,Miserere Me (Audio),851,5,5,3,0,5,1,0,2,No,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1468,Yes,Yes,64,2,Miserere Me (Audio),1140,8,9,5,10,8,5,7,2,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1502,Yes,Yes,40,2,Miserere Me (Audio),1477,3,7,3,2,10,2,10,2,No,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1548,No,No,0,1,Miserere Me (Audio),4408,0,8,4,1,10,5,8,2,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1596,No,No,0,1,Miserere Me (Audio),1555,0,10,5,0,10,5,10,2,No,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1643,No,No,0,1,Miserere Me (Audio),968,5,5,3,5,5,3,0,2,No,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1671,No,No,0,1,Miserere Me (Audio),3299,3,8,5,2,9,5,7,2,No,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1712,No,No,0,1,Miserere Me (Audio),1466,2,2,3,1,5,3,5,2,No,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1746,Yes,Yes,83,4,Miserere Me (Audio),1413,0,10,5,0,10,5,10,2,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1751,No,No,0,1,Miserere Me (Audio),1639,4,5,2,2,9,4,9,2,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1788,Yes,Yes,81,4,Miserere Me (Audio),1670,2,8,5,8,7,5,9,2,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1793,Yes,Yes,91,1,Miserere Me (Audio),996,9,9,4,8,9,4,9,1,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1823,No,No,0,1,Miserere Me (Audio),3105,6,8,4,2,9,4,7,2,No,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1830,Yes,Yes,80,4,Miserere Me (Audio),1766,0,0,5,1,10,5,10,2,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1871,Yes,Yes,50,2,Miserere Me (Audio),1411,7,5,4,2,2,5,8,2,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1912,No,No,0,1,Miserere Me (Audio),1270,10,2,2,3,8,4,9,2,Yes,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
0,1942,No,No,0,1,Miserere Me (Audio),1935,5,3,3,7,3,3,5,1,No,"[-13.520295796099202, -5.646265364272857, -0.8160903654699809, -3.3971851153575683, 1.3325502491016101, -4.6609686105974335, -0.7907269610969049, 0.9483384438236373, -0.6494209023548171, -4.276907558522616, -3.1741903144335937, -2.9281975087187893, -0.6458060347983103, 14.475268543278114, 3.3614940785462655, -0.07786622280822192, -0.20808619772259354, -0.018900157895761063, -0.4209831452067703, 4.683699784717977e-14]","[39.49120464683955, -4.024765578501413, 1.1512526753813663, -0.34167207649923026, -4.7418126932683435, 2.000578885467832, -0.5921382619269681, 1.0179042847596185, 1.1053591555363516, -2.4046845551624534]","[-12.039051604457665, 0.3683309019532777, -0.644191743669621, -0.8079921943626095, -0.3948247964299615]"
